User ID,Device Model,Operating System,App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Age,Gender,User Behavior Class
5167,Samsung Galaxy S21,Android,91,3.4,1073,38,451,52,Male,2
5168,iPhone 12,iOS,444,7.6,2372,77,1002,29,Male,4
5169,Google Pixel 5,Android,393,6.4,1872,67,1122,40,Male,4
5170,OnePlus 9,Android,268,4.7,1331,42,944,47,Female,3
5171,Xiaomi Mi 11,Android,154,4,761,32,322,42,Male,2
5172,Google Pixel 5,Android,239,4.8,1676,56,871,20,Male,3
5173,iPhone 12,iOS,187,4.3,1367,58,988,31,Female,3
5174,Google Pixel 5,Android,99,2,940,35,564,31,Male,2
5175,Samsung Galaxy S21,Android,350,7.3,1802,66,1054,21,Female,4
5176,OnePlus 9,Android,543,11.4,2956,82,1702,31,Male,5
5177,Samsung Galaxy S21,Android,340,7.7,2138,75,1053,42,Female,4
5178,iPhone 12,iOS,424,6.6,1957,75,1301,42,Male,4
5179,Google Pixel 5,Android,53,1.4,435,17,162,34,Female,1
5180,OnePlus 9,Android,215,5.5,1690,47,641,24,Male,3
5181,OnePlus 9,Android,462,6.2,2303,65,1099,57,Female,4
5182,Xiaomi Mi 11,Android,215,4.9,1662,43,857,43,Male,3
5183,iPhone 12,iOS,189,5.4,1754,53,779,49,Female,3
5184,Google Pixel 5,Android,503,10.4,2571,84,2025,39,Female,5
5185,OnePlus 9,Android,132,3.6,628,32,344,47,Female,2
5186,iPhone 12,iOS,299,5.8,1431,41,985,44,Female,3
5187,Google Pixel 5,Android,81,1.4,558,16,297,26,Female,1
5188,iPhone 12,iOS,577,8.5,2774,89,2192,29,Female,5
5189,Samsung Galaxy S21,Android,93,2.6,681,37,302,45,Female,2
5190,OnePlus 9,Android,576,11.6,2803,82,1553,43,Female,5
5191,Samsung Galaxy S21,Android,423,6.5,2094,65,1372,23,Female,4
5192,Google Pixel 5,Android,292,5.6,1401,46,949,37,Female,3
5193,OnePlus 9,Android,216,4,1711,59,748,58,Male,3
5194,Samsung Galaxy S21,Android,91,3.4,1073,38,451,52,Male,2
5195,iPhone 12,iOS,444,7.6,2372,77,1002,29,Male,4
5196,Google Pixel 5,Android,512,10.5,2409,89,1599,33,Male,5
5197,OnePlus 9,Android,452,6.8,2387,77,1456,55,Female,4
5198,Samsung Galaxy S21,Android,412,6.2,1899,78,1384,19,Female,4
5199,Xiaomi Mi 11,Android,260,6,1361,44,889,37,Female,3
5200,Xiaomi Mi 11,Android,197,4.6,1660,59,975,25,Male,3
5201,Google Pixel 5,Android,278,4.7,1484,55,917,21,Male,3
5202,Google Pixel 5,Android,46,2,457,14,105,58,Male,1
5203,Xiaomi Mi 11,Android,593,10.2,2499,81,1616,38,Female,5
5204,Samsung Galaxy S21,Android,32,1.2,580,19,153,20,Female,1
5205,iPhone 12,iOS,122,3.3,755,30,573,26,Male,2
5206,Samsung Galaxy S21,Android,522,11.2,2808,93,2328,24,Male,5
5207,OnePlus 9,Android,473,6.4,2312,74,1400,40,Male,4
5208,Samsung Galaxy S21,Android,398,6.2,1851,77,1180,23,Male,4
5209,Xiaomi Mi 11,Android,240,4.7,1464,52,708,56,Female,3
5210,OnePlus 9,Android,576,10.1,2447,83,2323,33,Male,5
5211,Samsung Galaxy S21,Android,120,2.1,720,39,392,43,Male,2
5212,Samsung Galaxy S21,Android,152,3.7,993,32,429,18,Male,2
5213,Xiaomi Mi 11,Android,138,2.4,837,21,572,56,Female,2
5214,Xiaomi Mi 11,Android,502,10.9,2476,96,1935,39,Male,5
5215,OnePlus 9,Android,558,8.4,2447,97,1594,22,Female,5
5216,Samsung Galaxy S21,Android,138,3.6,889,25,323,27,Female,2
5217,Google Pixel 5,Android,580,8.2,2623,90,2262,49,Male,5
5218,OnePlus 9,Android,589,8.7,2736,82,1997,49,Male,5
5219,Xiaomi Mi 11,Android,452,7.4,2180,61,1417,54,Female,4
5220,Xiaomi Mi 11,Android,245,5.9,1243,52,885,29,Male,3
5221,Samsung Galaxy S21,Android,125,2.7,690,28,393,27,Female,2
5222,Xiaomi Mi 11,Android,97,2.2,1101,38,375,53,Male,2
5223,Google Pixel 5,Android,516,8.7,2857,83,2189,53,Female,5
5224,iPhone 12,iOS,68,1.6,450,14,111,30,Male,1
5225,OnePlus 9,Android,64,1.1,572,10,161,42,Female,1
5226,OnePlus 9,Android,539,8.4,2796,89,2415,26,Male,5
5227,Xiaomi Mi 11,Android,428,7,2306,75,1144,22,Male,4
5228,iPhone 12,iOS,325,7.1,2269,64,1053,56,Male,4
5229,Xiaomi Mi 11,Android,522,11.9,2798,85,1663,28,Female,5
5230,Xiaomi Mi 11,Android,309,7.5,2292,77,1253,57,Female,4
5231,Xiaomi Mi 11,Android,79,1.9,493,14,128,55,Male,1
5232,Xiaomi Mi 11,Android,545,11.5,2911,87,1717,21,Female,5
5233,Samsung Galaxy S21,Android,459,7,1982,67,1091,43,Male,4
5234,iPhone 12,iOS,225,4,1420,48,917,56,Male,3
5235,iPhone 12,iOS,257,4.5,1705,57,912,55,Male,3
5236,Xiaomi Mi 11,Android,134,4,773,35,449,28,Female,2
5237,iPhone 12,iOS,516,10.2,2932,98,1547,31,Male,5
5238,Google Pixel 5,Android,82,1.7,558,16,284,29,Female,1
5239,Samsung Galaxy S21,Android,452,7.2,1808,64,1090,45,Female,4
5240,iPhone 12,iOS,521,9,2902,97,1701,37,Male,5
5241,Google Pixel 5,Android,457,6.3,2347,66,1082,22,Male,4
5242,Xiaomi Mi 11,Android,31,1.1,585,11,208,50,Female,1
5243,iPhone 12,iOS,47,2,476,14,125,39,Male,1
5244,Xiaomi Mi 11,Android,229,5.7,1305,43,985,23,Female,3
5245,Xiaomi Mi 11,Android,34,2,558,14,122,54,Female,1
5246,Google Pixel 5,Android,173,2.5,678,29,301,30,Female,2
5247,Samsung Galaxy S21,Android,78,1.8,333,17,138,51,Female,1
5248,Google Pixel 5,Android,230,5.7,1254,52,989,34,Female,3
5249,OnePlus 9,Android,565,10.6,2475,99,1603,51,Female,5
5250,iPhone 12,iOS,172,2.8,1035,22,549,41,Male,2
5251,Xiaomi Mi 11,Android,330,7.2,2363,77,1133,21,Female,4
5252,Xiaomi Mi 11,Android,39,1.8,368,11,105,19,Male,1
5253,Google Pixel 5,Android,223,4.5,1311,56,695,33,Female,3
5254,Google Pixel 5,Android,404,7.4,2081,63,1352,44,Male,4
5255,Samsung Galaxy S21,Android,151,2.4,1003,25,392,39,Male,2
5256,Samsung Galaxy S21,Android,34,1.5,345,11,276,44,Male,1
5257,Xiaomi Mi 11,Android,137,3.3,839,31,348,34,Female,2
5258,Samsung Galaxy S21,Android,301,6.2,2053,75,1303,45,Male,4
5259,Google Pixel 5,Android,116,2.1,912,39,307,40,Female,2
5260,Google Pixel 5,Android,291,4.1,1474,46,827,32,Female,3
5261,iPhone 12,iOS,84,1.4,501,16,284,56,Female,1
5262,iPhone 12,iOS,134,2.5,1125,24,367,35,Male,2
5263,Samsung Galaxy S21,Android,411,7.5,2169,72,1083,58,Male,4
5264,Xiaomi Mi 11,Android,326,7.2,2243,73,1454,50,Male,4
5265,iPhone 12,iOS,550,9.5,2916,91,1946,20,Male,5
5266,OnePlus 9,Android,516,12,2406,82,1968,28,Female,5
5267,Google Pixel 5,Android,59,1.2,361,18,293,25,Female,1
5268,OnePlus 9,Android,225,5.5,1526,44,875,50,Female,3
5269,Google Pixel 5,Android,41,1.1,389,15,136,53,Male,1
5270,OnePlus 9,Android,183,4.1,1210,45,738,19,Male,3
5271,Google Pixel 5,Android,174,2.5,929,37,565,32,Female,2
5272,Xiaomi Mi 11,Android,274,4.2,1781,52,934,28,Male,3
5273,Xiaomi Mi 11,Android,166,2.8,1113,28,360,25,Male,2
5274,Xiaomi Mi 11,Android,66,1.2,585,12,264,36,Male,1
5275,Google Pixel 5,Android,152,2.7,642,38,596,55,Male,2
5276,Google Pixel 5,Android,54,1.4,403,17,278,23,Female,1
5277,Xiaomi Mi 11,Android,187,5.5,1754,55,711,50,Female,3
5278,OnePlus 9,Android,216,6,1641,41,889,39,Female,3
5279,OnePlus 9,Android,95,3.8,718,26,459,41,Female,2
5280,Xiaomi Mi 11,Android,488,8.6,2447,84,2344,19,Male,5
5281,Google Pixel 5,Android,295,5.1,1483,45,748,27,Female,3
5282,Samsung Galaxy S21,Android,136,3.2,818,33,404,42,Male,2
5283,Xiaomi Mi 11,Android,471,7.9,2156,76,1324,54,Female,4
5284,iPhone 12,iOS,121,3.2,651,34,596,39,Male,2
5285,iPhone 12,iOS,75,1.2,409,13,281,18,Male,1
5286,iPhone 12,iOS,220,5.2,1631,49,909,27,Female,3
5287,Samsung Galaxy S21,Android,82,1.6,590,13,124,28,Female,1
5288,Google Pixel 5,Android,97,2.7,1018,37,428,41,Male,2
5289,Samsung Galaxy S21,Android,388,6.6,2085,71,1150,45,Female,4
5290,OnePlus 9,Android,529,8.7,2484,89,2189,39,Female,5
5291,Google Pixel 5,Android,584,10,2541,99,2391,49,Female,5
5292,Google Pixel 5,Android,529,8.1,2686,96,1924,35,Male,5
5293,Google Pixel 5,Android,227,5.1,1702,57,714,21,Male,3
5294,Samsung Galaxy S21,Android,535,11.8,2858,99,2378,50,Male,5
5295,iPhone 12,iOS,332,7.4,2149,68,1321,20,Female,4
5296,Google Pixel 5,Android,252,4.2,1439,45,667,50,Female,3
5297,Xiaomi Mi 11,Android,125,2.5,678,34,465,31,Male,2
5298,Xiaomi Mi 11,Android,97,3.3,751,39,412,36,Female,2
5299,Google Pixel 5,Android,540,10.8,2923,90,1886,40,Male,5
5300,Xiaomi Mi 11,Android,320,7.2,2056,69,1226,52,Female,4
5301,Google Pixel 5,Android,176,3.6,1193,30,458,40,Female,2
5302,Samsung Galaxy S21,Android,79,1,313,18,139,42,Male,1
5303,Xiaomi Mi 11,Android,83,1.6,303,19,285,51,Male,1
5304,iPhone 12,iOS,555,11.3,2528,90,1856,55,Female,5
5305,Samsung Galaxy S21,Android,66,1.7,375,16,216,39,Male,1
5306,Xiaomi Mi 11,Android,237,4.5,1368,42,868,24,Female,3
5307,Samsung Galaxy S21,Android,497,9.7,2876,94,2076,18,Male,5
5308,Google Pixel 5,Android,516,11.1,2429,91,1796,53,Male,5
5309,Xiaomi Mi 11,Android,219,5.2,1510,42,655,50,Female,3
5310,Google Pixel 5,Android,448,6.3,2044,71,1337,51,Male,4
5311,iPhone 12,iOS,156,2.2,896,37,429,57,Female,2
5312,Samsung Galaxy S21,Android,68,1.1,528,12,201,29,Male,1
5313,iPhone 12,iOS,524,11.2,2417,90,2069,29,Female,5
5314,iPhone 12,iOS,188,5.3,1281,45,974,35,Male,3
5315,Samsung Galaxy S21,Android,443,7.4,2289,73,1026,33,Male,4
5316,Xiaomi Mi 11,Android,52,1.6,385,19,234,24,Male,1
5317,OnePlus 9,Android,228,4.2,1677,58,823,56,Male,3
5318,Google Pixel 5,Android,149,3.7,873,34,459,51,Male,2
5319,iPhone 12,iOS,523,9.4,2583,92,1539,21,Male,5
5320,Samsung Galaxy S21,Android,42,1.6,315,19,207,52,Female,1
5321,Google Pixel 5,Android,120,2,741,38,396,56,Female,2
5322,OnePlus 9,Android,329,7.5,2277,72,1185,27,Female,4
5323,Xiaomi Mi 11,Android,68,1.5,364,10,102,31,Female,1
5324,Xiaomi Mi 11,Android,158,3.4,893,36,493,32,Male,2
5325,Xiaomi Mi 11,Android,86,1.7,439,19,136,54,Male,1
5326,Xiaomi Mi 11,Android,339,7.8,2102,71,1062,51,Male,4
5327,Samsung Galaxy S21,Android,304,6.5,2375,79,1493,51,Male,4
5328,Xiaomi Mi 11,Android,131,2.4,859,26,305,40,Male,2
5329,Samsung Galaxy S21,Android,64,1.6,540,19,262,35,Female,1
5330,Xiaomi Mi 11,Android,53,1.9,526,15,112,42,Male,1
5331,Google Pixel 5,Android,442,7.7,2067,69,1440,45,Male,4
5332,iPhone 12,iOS,32,2,469,18,139,22,Male,1
5333,Xiaomi Mi 11,Android,278,4.8,1238,48,851,43,Female,3
5334,Xiaomi Mi 11,Android,540,8.4,2993,98,1540,49,Female,5
5335,Google Pixel 5,Android,595,11.3,2968,88,2366,30,Male,5
5336,Google Pixel 5,Android,35,1.5,467,10,158,58,Male,1
5337,Google Pixel 5,Android,225,5.4,1370,44,791,55,Female,3
5338,Google Pixel 5,Android,587,11.8,2431,90,1894,47,Male,5
5339,Xiaomi Mi 11,Android,92,3.7,1124,27,524,44,Male,2
5340,Google Pixel 5,Android,46,1.1,487,17,208,23,Male,1
5341,OnePlus 9,Android,153,2.8,935,25,578,37,Female,2
5342,iPhone 12,iOS,368,6.6,1817,72,1406,27,Female,4
5343,Xiaomi Mi 11,Android,51,1.6,509,11,113,29,Female,1
5344,Google Pixel 5,Android,279,5.2,1660,47,629,50,Female,3
5345,Xiaomi Mi 11,Android,255,5.4,1738,42,826,21,Male,3
5346,Samsung Galaxy S21,Android,193,5.7,1471,51,972,31,Female,3
5347,Xiaomi Mi 11,Android,207,5.7,1582,52,692,38,Male,3
5348,iPhone 12,iOS,539,11.9,2853,83,2007,55,Male,5
5349,OnePlus 9,Android,151,2.4,1124,38,571,33,Male,2
5350,Google Pixel 5,Android,474,6.4,2109,68,1079,24,Male,4
5351,iPhone 12,iOS,544,9.2,2936,83,2416,47,Female,5
5352,iPhone 12,iOS,73,1.2,308,15,275,39,Female,1
5353,Xiaomi Mi 11,Android,597,10.4,2984,91,1564,34,Female,5
5354,Google Pixel 5,Android,498,10.7,2738,94,1995,42,Male,5
5355,iPhone 12,iOS,402,7.8,2014,79,1088,34,Female,4
5356,OnePlus 9,Android,75,1.1,379,15,185,37,Male,1
5357,iPhone 12,iOS,130,2,602,21,589,30,Female,2
5358,Samsung Galaxy S21,Android,42,1.1,402,11,265,32,Female,1
5359,iPhone 12,iOS,134,2.2,917,23,423,23,Male,2
5360,Google Pixel 5,Android,79,1.9,477,13,161,24,Male,1
5361,iPhone 12,iOS,432,7.2,1822,63,1127,59,Female,4
5362,iPhone 12,iOS,262,4.1,1287,52,997,36,Male,3
5363,Samsung Galaxy S21,Android,473,6.4,2109,79,1300,23,Female,4
5364,Google Pixel 5,Android,202,4.7,1512,49,659,45,Female,3
5365,OnePlus 9,Android,215,4.4,1407,41,991,47,Male,3
5366,OnePlus 9,Android,151,3.7,1116,32,320,41,Female,2
5367,OnePlus 9,Android,80,1.6,549,14,197,19,Male,1
5368,Xiaomi Mi 11,Android,126,2.8,971,32,431,35,Female,2
5369,Samsung Galaxy S21,Android,495,8.9,2920,84,2252,31,Female,5
5370,iPhone 12,iOS,127,3.7,1153,35,314,37,Female,2
5371,Xiaomi Mi 11,Android,88,1.3,327,11,262,22,Male,1
5372,Google Pixel 5,Android,69,1.6,463,16,146,27,Male,1
5373,OnePlus 9,Android,100,3.3,961,21,433,25,Male,2
5374,Xiaomi Mi 11,Android,301,6.5,2084,71,1421,29,Male,4
5375,Google Pixel 5,Android,78,1.7,455,15,207,37,Female,1
5376,Google Pixel 5,Android,163,3.1,620,21,419,23,Male,2
5377,OnePlus 9,Android,539,9.3,2606,92,1990,41,Male,5
5378,Google Pixel 5,Android,278,4.6,1385,47,823,40,Female,3
5379,Samsung Galaxy S21,Android,451,6.1,2108,76,1434,25,Female,4
5380,Samsung Galaxy S21,Android,481,10.9,2752,86,2017,18,Male,5
5381,Samsung Galaxy S21,Android,133,3.4,714,38,445,25,Male,2
5382,Xiaomi Mi 11,Android,41,1.1,588,10,246,22,Male,1
5383,iPhone 12,iOS,152,3.3,1175,29,461,42,Female,2
5384,OnePlus 9,Android,553,8.4,2559,89,2471,51,Male,5
5385,iPhone 12,iOS,402,6.9,2282,78,1397,40,Male,4
5386,OnePlus 9,Android,555,9.5,2855,95,1565,24,Male,5
5387,iPhone 12,iOS,499,9.6,2873,81,1805,52,Female,5
5388,Xiaomi Mi 11,Android,101,3.2,603,28,417,43,Male,2
5389,OnePlus 9,Android,433,6.8,2093,75,1300,32,Male,4
5390,OnePlus 9,Android,133,2,1007,31,417,32,Male,2
5391,Xiaomi Mi 11,Android,351,6.1,1941,79,1290,21,Female,4
5392,Samsung Galaxy S21,Android,532,10.7,2556,83,2148,53,Female,5
5393,OnePlus 9,Android,92,2.5,690,31,563,27,Male,2
5394,Xiaomi Mi 11,Android,511,10.8,2712,97,2438,59,Female,5
5395,Xiaomi Mi 11,Android,384,7,2185,72,1376,59,Male,4
5396,iPhone 12,iOS,193,5.2,1318,49,626,32,Female,3
5397,Samsung Galaxy S21,Android,132,3.8,649,25,368,41,Male,2
5398,Samsung Galaxy S21,Android,360,7.3,1946,79,1164,50,Male,4
5399,iPhone 12,iOS,159,2.3,1083,32,526,38,Male,2
5400,iPhone 12,iOS,495,8.9,2855,91,2150,31,Male,5
5401,Xiaomi Mi 11,Android,537,10,2720,83,1763,35,Male,5
5402,OnePlus 9,Android,129,3.4,1059,27,580,36,Female,2
5403,iPhone 12,iOS,132,3.8,636,28,529,53,Male,2
5404,Xiaomi Mi 11,Android,37,1.4,369,18,295,19,Female,1
5405,Samsung Galaxy S21,Android,524,8.9,2549,88,1730,20,Female,5
5406,OnePlus 9,Android,425,6.9,2142,66,1130,19,Female,4
5407,OnePlus 9,Android,64,1.7,585,13,107,53,Male,1
5408,iPhone 12,iOS,573,10.8,2711,96,2118,33,Female,5
5409,Google Pixel 5,Android,45,1.7,302,16,191,57,Female,1
5410,Xiaomi Mi 11,Android,564,11.7,2764,81,2133,37,Female,5
5411,OnePlus 9,Android,162,3.5,761,36,338,51,Male,2
5412,Samsung Galaxy S21,Android,451,6.5,2378,69,1341,44,Male,4
5413,OnePlus 9,Android,30,1.3,479,16,253,35,Male,1
5414,Samsung Galaxy S21,Android,202,5,1542,45,844,29,Male,3
5415,Google Pixel 5,Android,71,1.5,590,17,257,33,Male,1
5416,Google Pixel 5,Android,314,6.2,2205,63,1066,19,Male,4
5417,Xiaomi Mi 11,Android,168,4,866,22,581,50,Female,2
5418,Google Pixel 5,Android,75,1.9,537,13,230,58,Female,1
5419,OnePlus 9,Android,42,1.4,324,13,272,29,Female,1
5420,OnePlus 9,Android,441,7.9,2332,78,1477,23,Female,4
5421,Google Pixel 5,Android,523,10.5,2460,99,1787,22,Male,5
5422,Xiaomi Mi 11,Android,100,2.4,982,31,478,48,Female,2
5423,OnePlus 9,Android,52,1.2,398,14,172,24,Female,1
5424,OnePlus 9,Android,397,7,2352,77,1101,46,Female,4
5425,Xiaomi Mi 11,Android,424,7.7,1863,65,1116,52,Male,4
5426,Xiaomi Mi 11,Android,272,5,1655,45,686,19,Female,3
5427,Xiaomi Mi 11,Android,201,4,1791,50,914,18,Male,3
5428,Xiaomi Mi 11,Android,570,9,2613,98,2497,49,Female,5
5429,Xiaomi Mi 11,Android,64,1.3,490,14,151,43,Female,1
5430,iPhone 12,iOS,334,6.6,2394,68,1227,46,Female,4
5431,iPhone 12,iOS,518,9.6,2954,93,2125,34,Female,5
5432,Samsung Galaxy S21,Android,70,1.7,359,10,109,57,Male,1
5433,iPhone 12,iOS,334,6.8,2000,77,1079,40,Female,4
5434,Xiaomi Mi 11,Android,563,8.4,2849,85,1508,25,Male,5
5435,iPhone 12,iOS,181,4.1,1608,43,752,22,Female,3
5436,OnePlus 9,Android,584,9.4,2766,84,2151,32,Male,5
5437,Samsung Galaxy S21,Android,208,4.7,1642,45,861,55,Male,3
5438,Samsung Galaxy S21,Android,381,6.6,2160,69,1450,20,Male,4
5439,Xiaomi Mi 11,Android,426,6.5,1969,78,1266,53,Female,4
5440,OnePlus 9,Android,284,4.2,1360,56,888,51,Male,3
5441,Google Pixel 5,Android,105,2.2,1002,29,453,31,Female,2
5442,Google Pixel 5,Android,179,2.3,1014,32,588,38,Male,2
5443,iPhone 12,iOS,122,2.6,639,37,568,35,Male,2
5444,OnePlus 9,Android,501,11.9,2702,88,1738,49,Male,5
5445,Xiaomi Mi 11,Android,269,5.9,1666,42,629,32,Female,3
5446,Google Pixel 5,Android,230,4.4,1607,52,878,54,Male,3
5447,Xiaomi Mi 11,Android,85,1.6,417,12,122,47,Male,1
5448,Samsung Galaxy S21,Android,411,7.8,2029,75,1136,33,Female,4
5449,Samsung Galaxy S21,Android,73,1.7,403,12,163,51,Male,1
5450,Xiaomi Mi 11,Android,39,1.7,530,11,268,26,Female,1
5451,iPhone 12,iOS,386,7.7,2114,72,1209,51,Male,4
5452,Google Pixel 5,Android,49,1.3,542,16,169,54,Female,1
5453,Google Pixel 5,Android,411,6.9,1820,70,1024,43,Male,4
5454,OnePlus 9,Android,534,10.8,2805,90,1538,37,Male,5
5455,Samsung Galaxy S21,Android,314,7.4,2136,64,1376,47,Female,4
5456,Xiaomi Mi 11,Android,211,4,1519,54,811,29,Female,3
5457,OnePlus 9,Android,121,3.7,619,36,473,47,Male,2
5458,Google Pixel 5,Android,84,1.2,415,10,146,50,Male,1
5459,OnePlus 9,Android,448,7.6,2199,66,1047,28,Male,4
5460,Google Pixel 5,Android,55,1.6,360,19,149,30,Male,1
5461,Google Pixel 5,Android,59,1.8,497,10,208,36,Female,1
5462,Xiaomi Mi 11,Android,226,4.5,1781,45,649,27,Female,3
5463,Samsung Galaxy S21,Android,580,8.5,2660,87,1795,52,Male,5
5464,OnePlus 9,Android,65,1.8,481,18,130,41,Male,1
5465,OnePlus 9,Android,458,6.6,2214,67,1163,31,Female,4
5466,iPhone 12,iOS,170,2.7,805,26,344,53,Female,2
5467,iPhone 12,iOS,264,5.2,1641,44,778,44,Male,3
5468,Xiaomi Mi 11,Android,122,3.3,748,35,499,59,Female,2
5469,Xiaomi Mi 11,Android,420,6.5,2113,65,1314,35,Male,4
5470,iPhone 12,iOS,267,4.4,1505,59,971,38,Female,3
5471,iPhone 12,iOS,469,6,2290,67,1086,34,Female,4
5472,iPhone 12,iOS,541,11.4,2443,89,1923,34,Female,5
5473,iPhone 12,iOS,155,2.9,1117,22,322,19,Female,2
5474,OnePlus 9,Android,106,2.8,686,32,594,27,Male,2
5475,OnePlus 9,Android,243,5,1232,47,877,43,Male,3
5476,OnePlus 9,Android,410,7.5,2176,68,1213,45,Female,4
5477,iPhone 12,iOS,285,5.1,1226,57,666,20,Female,3
5478,OnePlus 9,Android,397,6.8,2027,66,1167,40,Male,4
5479,Samsung Galaxy S21,Android,230,4.2,1507,51,868,25,Female,3
5480,iPhone 12,iOS,341,7.2,2397,68,1055,32,Female,4
5481,Google Pixel 5,Android,132,2.9,1054,32,563,20,Male,2
5482,Xiaomi Mi 11,Android,130,3,820,21,308,49,Female,2
5483,iPhone 12,iOS,281,4.9,1566,59,632,29,Male,3
5484,OnePlus 9,Android,74,2,320,11,103,55,Female,1
5485,OnePlus 9,Android,299,4.3,1737,43,953,42,Female,3
5486,Google Pixel 5,Android,116,2.2,827,29,434,28,Female,2
5487,OnePlus 9,Android,408,6.6,2026,63,1076,47,Female,4
5488,Google Pixel 5,Android,508,11.3,2590,81,2481,51,Male,5
5489,iPhone 12,iOS,227,4.4,1275,56,984,22,Female,3
5490,Google Pixel 5,Android,274,6,1489,56,666,57,Female,3
5491,Google Pixel 5,Android,347,6.3,2001,61,1456,21,Female,4
5492,Xiaomi Mi 11,Android,76,1.3,490,14,156,31,Female,1
5493,iPhone 12,iOS,445,7.5,2007,78,1115,23,Male,4
5494,OnePlus 9,Android,203,4.3,1554,54,638,25,Female,3
5495,Samsung Galaxy S21,Android,199,6,1707,57,881,55,Male,3
5496,OnePlus 9,Android,48,2,574,18,127,24,Female,1
5497,OnePlus 9,Android,88,1.6,420,12,274,31,Female,1
5498,iPhone 12,iOS,541,8.3,2865,89,1820,42,Female,5
5499,Google Pixel 5,Android,233,4.6,1534,49,796,21,Female,3
5500,iPhone 12,iOS,176,3.8,727,36,362,47,Female,2
5501,OnePlus 9,Android,191,6,1762,45,904,54,Male,3
5502,Google Pixel 5,Android,393,6.4,1872,67,1122,40,Male,4
5503,OnePlus 9,Android,268,4.7,1331,42,944,47,Female,3
5504,Xiaomi Mi 11,Android,154,4,761,32,322,42,Male,2
5505,Google Pixel 5,Android,239,4.8,1676,56,871,20,Male,3
5506,iPhone 12,iOS,187,4.3,1367,58,988,31,Female,3
5507,Google Pixel 5,Android,99,2,940,35,564,31,Male,2
5508,Samsung Galaxy S21,Android,350,7.3,1802,66,1054,21,Female,4
5509,OnePlus 9,Android,543,11.4,2956,82,1702,31,Male,5
5510,Samsung Galaxy S21,Android,340,7.7,2138,75,1053,42,Female,4
5511,iPhone 12,iOS,424,6.6,1957,75,1301,42,Male,4
5512,Google Pixel 5,Android,53,1.4,435,17,162,34,Female,1
5513,OnePlus 9,Android,215,5.5,1690,47,641,24,Male,3
5514,OnePlus 9,Android,462,6.2,2303,65,1099,57,Female,4
5515,Xiaomi Mi 11,Android,215,4.9,1662,43,857,43,Male,3
5516,iPhone 12,iOS,189,5.4,1754,53,779,49,Female,3
5517,Google Pixel 5,Android,503,10.4,2571,84,2025,39,Female,5
5518,OnePlus 9,Android,132,3.6,628,32,344,47,Female,2
5519,iPhone 12,iOS,299,5.8,1431,41,985,44,Female,3
5520,Google Pixel 5,Android,81,1.4,558,16,297,26,Female,1
5521,iPhone 12,iOS,577,8.5,2774,89,2192,29,Female,5
5522,Samsung Galaxy S21,Android,93,2.6,681,37,302,45,Female,2
5523,OnePlus 9,Android,576,11.6,2803,82,1553,43,Female,5
5524,Samsung Galaxy S21,Android,423,6.5,2094,65,1372,23,Female,4
5525,Google Pixel 5,Android,292,5.6,1401,46,949,37,Female,3
5526,OnePlus 9,Android,216,4,1711,59,748,58,Male,3
5527,Samsung Galaxy S21,Android,91,3.4,1073,38,451,52,Male,2
5528,iPhone 12,iOS,444,7.6,2372,77,1002,29,Male,4
5529,Google Pixel 5,Android,512,10.5,2409,89,1599,33,Male,5
5530,OnePlus 9,Android,452,6.8,2387,77,1456,55,Female,4
5531,Samsung Galaxy S21,Android,412,6.2,1899,78,1384,19,Female,4
5532,Xiaomi Mi 11,Android,260,6,1361,44,889,37,Female,3
5533,Xiaomi Mi 11,Android,197,4.6,1660,59,975,25,Male,3
5534,Google Pixel 5,Android,278,4.7,1484,55,917,21,Male,3
5535,Google Pixel 5,Android,46,2,457,14,105,58,Male,1
5536,Xiaomi Mi 11,Android,593,10.2,2499,81,1616,38,Female,5
5537,Samsung Galaxy S21,Android,32,1.2,580,19,153,20,Female,1
5538,iPhone 12,iOS,122,3.3,755,30,573,26,Male,2
5539,Samsung Galaxy S21,Android,522,11.2,2808,93,2328,24,Male,5
5540,OnePlus 9,Android,473,6.4,2312,74,1400,40,Male,4
5541,Samsung Galaxy S21,Android,398,6.2,1851,77,1180,23,Male,4
5542,Xiaomi Mi 11,Android,240,4.7,1464,52,708,56,Female,3
5543,OnePlus 9,Android,576,10.1,2447,83,2323,33,Male,5
5544,Samsung Galaxy S21,Android,120,2.1,720,39,392,43,Male,2
5545,Samsung Galaxy S21,Android,152,3.7,993,32,429,18,Male,2
5546,Xiaomi Mi 11,Android,138,2.4,837,21,572,56,Female,2
5547,Xiaomi Mi 11,Android,502,10.9,2476,96,1935,39,Male,5
5548,OnePlus 9,Android,558,8.4,2447,97,1594,22,Female,5
5549,Samsung Galaxy S21,Android,138,3.6,889,25,323,27,Female,2
5550,Google Pixel 5,Android,580,8.2,2623,90,2262,49,Male,5
5551,OnePlus 9,Android,589,8.7,2736,82,1997,49,Male,5
5552,Xiaomi Mi 11,Android,452,7.4,2180,61,1417,54,Female,4
5553,Xiaomi Mi 11,Android,245,5.9,1243,52,885,29,Male,3
5554,Samsung Galaxy S21,Android,125,2.7,690,28,393,27,Female,2
5555,Xiaomi Mi 11,Android,97,2.2,1101,38,375,53,Male,2
